short_name,overall,age,height_cm,weight_kg,club_name,club_position,nationality_name,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,skill_dribbling
J. Rojas,67,25,185,86,Club Bolívar,GK,Bolivia,1,1,,,,,,,7,10,11
D. Churlinov,67,20,180,73,FC Schalke 04,SUB,North Macedonia,3,1,75,60,60,72,31,49,66,52,74
D. Schnegg,67,22,185,80,Venezia FC,SUB,Austria,2,1,73,53,60,65,63,74,51,53,66
A. Niangbo,67,21,172,67,SK Sturm Graz,SUB,Côte d'Ivoire,3,1,90,65,55,71,23,53,66,54,72
Riki,67,23,175,70,Burgos CF,CAM,Spain,4,1,70,62,66,69,48,54,60,44,68
Francisco Moura,67,21,181,66,SC Braga,SUB,Portugal,2,1,72,43,57,72,62,61,36,52,73
D. Haruț,67,22,183,77,FCSB (Steaua),SUB,Romania,2,1,74,41,59,57,64,71,35,62,53
Odei,67,31,180,71,CD Mirandés,LCB,Spain,2,1,60,34,47,48,69,75,28,61,40
S. Agouzoul,67,23,192,75,LOSC Lille,RES,Morocco,2,1,55,38,53,52,67,67,34,68,47
S. Kersten,67,23,191,79,PEC Zwolle,RCB,Netherlands,2,1,55,44,49,50,67,73,38,62,42
W. Clar,67,26,177,73,Club Nacional,LB,Paraguay,2,1,67,32,55,64,66,70,33,61,62
Q. Timber,67,20,179,71,FC Utrecht,LCM,Netherlands,3,1,78,49,64,73,58,73,42,55,72
D. Garcia,67,24,168,64,Club Atlético Talleres,SUB,Uruguay,3,1,74,52,66,71,49,47,58,52,70
Simón Moreno,67,23,174,73,CD Mirandés,ST,Spain,3,1,74,67,52,65,21,57,68,67,67
P. Yade,67,21,185,76,FC Metz,SUB,Senegal,3,1,79,68,59,68,29,64,66,59,71
P. Petkovski,67,24,170,62,FC Botoşani,SUB,North Macedonia,3,1,78,69,53,70,31,49,66,56,70
A. Vranckx,67,18,183,78,VfL Wolfsburg,SUB,Belgium,3,1,72,57,65,68,60,73,53,57,66
N. Colombo,67,22,184,78,Defensa y Justicia,SUB,Argentina,2,1,60,39,48,51,67,73,35,63,38
D. Janošek,67,23,183,76,FC Viktoria Plzeň,SUB,Czech Republic,3,1,72,62,63,68,62,69,54,61,67
R. Ruiz,67,21,184,76,Atlético Tucumán,SUB,Argentina,3,1,68,62,65,65,36,64,66,64,64
E. Millot,67,18,175,64,VfB Stuttgart,SUB,France,3,1,65,60,66,71,52,44,60,44,71
R. Behounek,67,24,187,80,WSG Tirol,RCB,Austria,2,1,65,28,45,47,65,78,24,62,36
R. Zerrouki,67,23,183,72,FC Twente,SUB,Algeria,3,1,74,54,65,69,62,74,51,45,70
S. Obeng,67,24,183,74,Real Oviedo,SUB,Ghana,3,1,79,68,46,61,24,75,67,70,63
K. Sardella,67,19,177,64,RSC Anderlecht,SUB,Belgium,2,1,74,37,65,72,60,57,32,49,72
M. Kana,67,18,180,67,RSC Anderlecht,RES,Belgium,2,1,70,32,63,68,65,65,23,64,64
K. Tzolakis,67,18,193,80,Olympiacos CFP,SUB,Greece,1,1,,,,,,,6,10,12
João Ferreira,67,20,184,73,Vitória de Guimarães,SUB,Portugal,2,1,78,42,53,63,59,65,31,49,62
M. Sala,67,22,182,70,Crotone,SUB,Italy,2,1,72,36,55,66,63,58,35,55,67
E. López,67,20,175,76,Godoy Cruz,RB,Argentina,2,1,83,45,60,71,59,71,41,46,72
M. Paluli,67,26,175,69,Göztepe SK,RB,Turkey,2,1,71,36,54,66,64,66,37,53,68
Ernesto,67,26,173,65,Burgos CF,SUB,Spain,3,1,77,64,62,67,29,56,64,61,66
K. Dimitrov,67,24,190,82,Hajduk Split,SUB,Bulgaria,2,1,58,27,42,46,68,71,24,68,36
T. Harwood-Bellis,67,19,188,72,RSC Anderlecht,LCB,England,2,1,66,35,53,58,67,70,29,72,54
Iker Losada,67,19,175,70,RC Celta de Vigo,SUB,Spain,3,1,69,69,52,69,34,52,73,55,72
Y. Kayan,67,22,180,74,Göztepe SK,SUB,Turkey,2,1,65,54,63,65,65,67,51,58,66
Robert Navarro,67,19,178,75,Real Sociedad,RES,Spain,4,1,77,62,58,69,33,63,70,49,69
T. Tsingaras,67,20,173,70,PAOK,SUB,Greece,2,1,68,58,64,66,64,64,58,66,61
C. Gogoua,67,26,190,86,PFC CSKA Moscow,SUB,Côte d'Ivoire,2,1,69,36,45,48,68,69,30,73,47
M. Laborda,67,21,182,72,Club Nacional de Football,SUB,Uruguay,2,1,70,41,51,58,68,66,42,75,54
W. Corozo,67,22,180,66,Club Universidad Nacional,SUB,Ecuador,3,1,86,59,55,70,31,75,60,68,73
A. Cabeza,67,24,185,79,CS Emelec,LS,Ecuador,2,1,73,65,55,66,34,67,68,70,65
Vitao,67,21,186,76,Shakhtar Donetsk,SUB,Brazil,2,1,66,33,48,54,67,64,40,70,47
Raúl García,67,20,191,69,Real Betis Balompié,RES,Spain,4,1,66,67,49,63,24,56,72,69,67
Sergio Castel,67,26,188,90,UD Ibiza,SUB,Spain,2,1,60,68,48,62,22,75,68,66,63
S. Ricci,67,19,178,72,Empoli,CM,Italy,3,1,67,44,67,68,62,64,30,52,66
Bruno Pascua,67,31,175,60,Club Deportivo Guabirá,SUB,Spain,4,1,78,62,58,64,46,64,70,33,58
L. Torrico,67,34,181,83,Club Atlético Nacional Potosí,RCB,Bolivia,2,1,66,39,52,51,67,76,33,64,37
J. Gutíerrez,67,24,177,72,Club Atlético Palmaflor,GK,Bolivia,1,1,,,,,,,13,19,16
V. Castellón,67,31,175,72,Club Atlético Palmaflor,ST,Bolivia,3,1,73,66,61,64,34,56,73,68,63
Talles Magno,67,19,186,70,New York City FC,SUB,Brazil,5,1,85,52,55,76,21,60,48,41,78
R. Guarderas,67,27,177,76,Club Universitario de Deportes,LCM,Peru,2,1,68,58,61,66,66,66,55,62,66
D. Noboa,67,26,183,79,Guayaquil City FC,LDM,Ecuador,2,1,72,61,62,65,62,72,57,42,63
I. Antón,67,32,180,78,Metropolitanos de Caracas FC,SUB,Venezuela,3,1,63,68,62,64,40,67,70,66,64
L. Gómez,67,34,181,80,Deportivo Táchira FC,LS,Argentina,2,1,66,66,54,64,26,65,66,72,61
G. González,67,20,186,78,Unión de Santa Fe,SUB,Argentina,2,1,81,66,59,68,40,74,68,60,72
Belman,67,22,184,84,CF Fuenlabrada,SUB,Spain,1,1,,,,,,,5,10,7
A. Blanco,67,33,187,85,Universidad Técnica de Cajamarca,LS,Argentina,3,1,69,64,52,68,45,73,67,71,65
M. Miranda,67,21,174,65,Gimnasia y Esgrima La Plata,LM,Argentina,3,1,69,59,66,68,56,53,58,48,67
Á. Gracia,67,32,174,75,CS Emelec,SUB,Ecuador,2,1,74,51,62,55,62,77,39,57,46
D. Arroyo,67,29,179,74,CS Emelec,CDM,Ecuador,3,1,56,28,56,57,69,66,25,62,50
B. Carabalí,67,23,168,68,CS Emelec,SUB,Ecuador,2,1,77,30,62,66,60,65,32,50,67
A. Selmani,67,24,184,82,Hammarby IF,ST,Kosovo,3,1,70,69,53,64,30,80,71,63,63
Jorge Padilla,67,20,175,66,Levante Unión Deportiva,RES,Spain,3,1,81,68,53,71,32,58,69,58,70
A. Hasić,67,19,177,80,Beşiktaş JK,SUB,Bosnia and Herzegovina,3,1,74,61,63,73,38,42,58,45,73
M. Pardo,67,25,172,67,Patronato,SUB,Argentina,3,1,79,60,62,70,24,51,59,25,69
N. Diliberto,67,19,175,65,Valenciennes FC,LCM,France,3,1,67,48,66,71,52,54,46,53,70
M. Juwara,67,19,170,60,Crotone,LS,Gambia,2,1,84,65,57,73,30,51,69,55,78
P. Wimmer,67,20,182,77,DSC Arminia Bielefeld,SUB,Austria,4,1,87,54,59,69,44,71,57,44,70
L. Da Cunha,67,20,176,69,OGC Nice,SUB,France,3,1,78,61,62,70,34,55,59,56,68
J. Palacios,67,22,165,65,San Lorenzo de Almagro,SUB,Argentina,3,1,76,60,64,68,54,59,60,52,68
G. Olveira,67,28,191,80,Club Olimpia,SUB,Uruguay,1,1,,,,,,,8,12,11
E. Colley,67,21,182,75,Spezia,LW,Gambia,2,1,80,65,51,69,21,51,68,63,72
F. Romero,67,21,175,70,Club Cerro Porteño,RES,Paraguay,2,1,65,70,53,62,25,67,75,65,64
Atienza,67,22,186,77,SD Eibar,RES,Spain,3,1,56,59,58,64,56,63,67,42,64
Y. Badji,67,19,192,80,Stade Brestois 29,SUB,Senegal,2,1,72,64,52,65,29,71,66,70,67
A. Mighten,67,19,172,70,Nottingham Forest,LM,England,4,1,85,55,56,73,27,46,56,27,72
H. Nakama,67,29,170,64,Kashiwa Reysol,SUB,Japan,3,1,85,62,65,66,44,62,58,63,63
N. Nomura,67,30,168,65,Oita Trinita,RES,Japan,3,1,73,68,67,68,34,55,65,51,65
Y. Asano,67,24,173,72,Sanfrecce Hiroshima,SUB,Japan,2,1,75,68,62,67,34,72,70,46,66
A. Albu,67,27,188,70,Rapid București,LDM,Romania,3,1,60,52,59,59,65,80,48,68,57
H. Kessler,67,23,193,84,New England Revolution,LCB,United States,2,1,54,27,47,56,66,76,23,61,52
J. Márquez,67,21,177,68,Club Atlas,LCM,Mexico,3,1,76,57,64,71,66,70,55,55,70
S. Ngapandouetnbu,67,18,180,74,Olympique de Marseille,RES,Cameroon,1,1,,,,,,,7,10,7
N. Morgantini,67,26,175,70,Club Atlético Lanús,SUB,Argentina,2,1,78,50,59,66,60,66,43,55,66
A. Doldán,67,24,178,72,Gallos Blancos de Querétaro,LCB,Paraguay,2,1,64,31,45,47,67,65,27,67,35
Vitinha,67,21,172,64,FC Porto,RES,Portugal,3,1,72,57,67,72,51,49,51,39,70
T. Břečka,67,27,185,79,Kasimpaşa SK,SUB,Czech Republic,2,1,56,28,40,40,69,69,22,70,27
R. Araki,67,19,170,60,Kashima Antlers,CAM,Japan,3,1,83,61,61,72,22,43,70,29,74
T. Kaneko,67,23,178,68,Hokkaido Consadole Sapporo,RF,Japan,2,1,65,67,65,69,54,62,67,52,71
G. Quagliata,67,21,177,65,Heracles Almelo,LB,Italy,2,1,83,40,52,63,62,64,35,48,60
T. Seko,67,23,175,69,Yokohama FC,LCM,Japan,2,1,66,49,67,65,63,67,37,47,62
Pedro Raul,67,24,192,86,Kashiwa Reysol,ST,Brazil,2,1,69,69,49,58,29,75,69,76,60
W. Azaro,67,26,183,83,Ettifaq FC,ST,Morocco,2,1,72,65,46,63,20,73,67,72,62
R. Veselinović,67,22,188,77,Vancouver Whitecaps FC,RCB,Serbia,2,1,64,26,43,50,67,75,23,62,42
J. Onana,67,21,189,82,FC Girondins de Bordeaux,SUB,Cameroon,2,1,53,57,62,61,63,76,49,58,60
Guille Rosas,67,21,174,67,Real Sporting de Gijón,RB,Spain,2,1,77,36,54,66,64,66,32,55,70
R. Ledezma,67,20,174,64,PSV,RES,United States,3,1,75,59,66,72,47,45,61,40,72
H. Martínez,67,21,170,68,Club Libertad,RDM,Paraguay,2,1,67,41,61,67,64,56,33,44,65
W. Ramírez,67,20,188,68,Independiente del Valle,GK,Ecuador,1,1,,,,,,,8,14,9
A. Crețu,67,29,189,85,Universitatea Craiova,SUB,Romania,2,1,61,49,56,56,66,72,46,64,53
K. Rabihic,67,28,179,77,Sportclub Verl,RW,Germany,3,1,77,61,66,69,29,61,62,43,70
J. Schöppner,67,22,190,78,1. FC Heidenheim 1846,CDM,Germany,2,1,63,57,63,61,67,76,57,68,59
J. Šutalo,67,21,190,82,Dinamo Zagreb,SUB,Croatia,2,1,66,27,46,57,67,73,22,70,51
Francho Serrano,67,19,177,72,Real Zaragoza,SUB,Spain,2,1,63,58,67,69,55,60,58,55,68
C. Alcaraz,67,18,176,70,Racing Club,RES,Argentina,2,1,80,64,61,73,46,55,65,60,73
Nico Williams,67,18,181,67,Athletic Club de Bilbao,RES,Spain,4,1,82,64,59,70,21,54,66,70,70
F. Carvalho,67,18,178,63,Fulham,CAM,England,3,1,75,60,60,70,34,46,68,36,69
M. Biron,67,23,170,71,AS Nancy Lorraine,RS,France,3,1,80,67,56,67,22,65,70,57,65
Fali Candé,67,23,184,76,Portimonense SC,LB,Guinea Bissau,2,1,73,50,58,62,64,66,38,57,63
Gaspar Campos,67,21,175,73,Real Sporting de Gijón,LM,Spain,3,1,80,72,60,69,32,65,70,48,68
C. Bozdoğan,67,20,175,72,Beşiktaş JK,SUB,Germany,3,1,69,64,65,74,51,59,60,49,75
S. Rooney,67,24,188,79,St. Johnstone FC,RWB,Scotland,2,1,76,43,58,63,59,79,33,67,63
Marrony,67,22,186,77,FC Midtjylland,SUB,Brazil,2,1,86,66,53,70,43,63,65,70,73
Cleiton Silva,67,34,175,73,Bengaluru FC,ST,Brazil,3,1,76,67,61,67,22,65,68,63,66
J. Le Douaron,67,23,189,77,Stade Brestois 29,SUB,France,3,1,73,56,60,62,49,74,65,71,64
I. Kebbal,67,22,169,60,Stade de Reims,RES,France,4,1,79,61,63,73,24,40,62,32,72
D. Abiama,67,22,184,79,SpVgg Greuther Fürth,SUB,Nigeria,2,1,82,66,43,67,22,62,71,59,69
M. Kurt,67,25,181,76,SV Wehen Wiesbaden,SUB,Germany,2,1,66,44,59,59,62,73,38,51,54
G. Giorbelidze,67,25,174,71,SG Dynamo Dresden,SUB,Georgia,2,1,75,48,59,65,64,66,49,56,66
E. Peretz,67,24,189,84,RZ Pellets Wolfsberger AC,RCM,Israel,3,1,70,66,68,65,51,66,67,55,66
Alex Baena,67,19,174,69,Girona FC,SUB,Spain,3,1,66,70,63,71,39,46,70,41,74
A. Moueffek,67,20,179,71,AS Saint-Étienne,SUB,France,3,1,67,55,64,70,66,61,55,61,70
A. Knauff,67,19,180,73,Borussia Dortmund,SUB,Germany,3,1,84,55,59,71,35,51,61,32,73
S. Mara,67,18,183,80,FC Girondins de Bordeaux,RES,France,3,1,72,64,49,65,26,65,67,74,65
D. Hugi,67,25,180,78,Wisła Kraków,SUB,Israel,3,1,73,66,65,67,22,68,66,63,68
F. Kuruçuk,67,23,192,85,Atakaş Hatayspor,RCB,Turkey,2,1,55,36,43,45,67,73,31,68,39
A. Sanyang,67,22,173,69,K Beerschot VA,SUB,Gambia,3,1,84,60,56,74,40,56,60,28,75
J. Adamu,67,20,183,75,FC Red Bull Salzburg,RS,Austria,2,1,83,66,49,67,21,62,68,67,66
A. Musaba,67,20,182,72,SC Heerenveen,SUB,Netherlands,3,1,87,65,56,69,24,63,65,58,71
Joel Pereira,67,24,178,73,Lech Poznań,SUB,Portugal,2,1,70,41,59,65,62,61,34,49,66
Pedrão,67,24,194,90,Portimonense SC,SUB,Brazil,2,1,55,30,43,46,65,76,22,66,41
E. Guessand,67,20,185,79,OGC Nice,SUB,France,3,1,76,65,52,66,23,68,68,63,67
N. Khacef,67,23,179,77,CD Tondela,LB,Algeria,2,1,67,44,49,69,65,66,34,50,70
R. Ivanov,67,26,197,85,Warta Poznań,LCB,Finland,3,1,57,32,54,49,68,69,29,64,45
D. Bureković,67,26,178,74,Göztepe SK,SUB,Bosnia and Herzegovina,2,1,72,60,66,65,60,69,47,51,67
M. Ilic,67,23,191,81,KV Kortrijk,GK,Serbia,1,1,,,,,,,9,11,15
Pablo García,67,21,177,72,Real Sporting de Gijón,SUB,Spain,2,1,76,33,55,63,62,67,30,49,62
S. Čestić,67,20,192,87,1. FC Köln,SUB,Germany,2,1,52,28,42,49,68,72,25,64,47
Marvin,67,21,178,63,Real Madrid CF,RES,Spain,4,1,81,60,59,68,19,48,66,42,70
Arnau Tenas,67,20,185,85,FC Barcelona,RES,Spain,1,1,,,,,,,5,12,6
J. Gazibegović,67,21,174,67,SK Sturm Graz,RB,Bosnia and Herzegovina,2,1,75,43,62,66,63,62,26,46,66
Víctor Chust,67,21,184,76,Cádiz CF,RES,Spain,2,1,68,23,36,35,69,66,19,62,18
A. Valera,67,25,185,79,Club Universitario de Deportes,SUB,Peru,3,1,69,69,46,65,19,60,72,57,68
G. Fratta,67,25,188,78,Gimnasia y Esgrima La Plata,SUB,Uruguay,2,1,66,35,44,51,69,63,33,71,45
R. Cristóbal,67,25,182,73,Club Atlético Rentistas,CDM,Uruguay,2,1,59,36,58,61,64,65,33,56,58
Ayesa,67,20,182,79,Real Sociedad B,SUB,Spain,1,1,,,,,,,5,14,5
S. Muñoz,67,18,179,67,Newcastle United,RES,Mexico,3,1,75,63,60,71,25,65,65,64,71
Joan García,67,20,192,77,RCD Espanyol de Barcelona,RES,Spain,1,1,,,,,,,6,12,12
M. John,67,19,184,73,TSG Hoffenheim,RES,Germany,2,1,62,53,64,71,58,52,54,38,73
F. Alonso,67,30,186,78,Club Universitario de Deportes,CB,Uruguay,2,1,56,24,36,41,69,70,23,60,23
J. Verdún,67,32,175,70,Guaireña FC,LS,Paraguay,2,1,60,70,42,62,21,55,76,65,62
P. Delvalle,67,27,172,70,Club Libertad,SUB,Paraguay,2,1,79,64,60,68,24,47,63,41,72
Léo Andrade,67,23,190,82,Clube Sport Marítimo,LCB,Brazil,2,1,65,33,42,42,68,71,28,65,31
L. Jaldín,67,31,175,72,Club Atlético Palmaflor,SUB,Bolivia,2,1,69,32,55,60,64,60,25,50,57
J. Estrada,67,24,178,79,Universidad Técnica de Cajamarca,RM,Peru,2,1,76,43,52,56,61,61,59,55,52
A. Rodríguez,67,21,173,59,Club Social y Deportivo Macará,LM,Ecuador,3,1,76,55,61,66,42,47,66,40,68
M. Santilli,67,37,187,85,Deportivo La Guaira FC,SUB,Argentina,1,1,,,,,,,11,35,10
F. Pizzichillo,67,25,177,70,Montevideo City Torque,RB,Uruguay,2,1,71,27,50,60,64,55,28,57,51
S. Scotto,67,24,182,70,LDU Quito,SUB,Uruguay,3,1,67,60,58,66,55,57,65,40,63
M. Cóccaro,67,23,178,73,Club Atlético Huracán,SUB,Uruguay,3,1,59,68,43,61,29,62,72,68,61
R. Drăgușin,67,19,191,80,U.C. Sampdoria,SUB,Romania,2,1,69,30,45,53,67,71,20,67,50
E. Giménez,67,23,177,70,Club Cerro Porteño,RM,Paraguay,2,1,78,62,61,68,43,57,66,65,70
T. Lacoux,67,19,175,65,FC Girondins de Bordeaux,RES,France,2,1,67,47,67,67,64,59,41,62,64
Á. Quiroga,67,26,175,69,Club Deportivo Guabirá,LCM,Bolivia,3,1,65,56,70,63,58,62,55,55,65
F. Supayabe,67,25,178,71,Club Deportivo Guabirá,RB,Bolivia,3,1,71,33,53,64,63,62,33,59,68
Y. Koizumi,67,24,172,63,Urawa Red Diamonds,CAM,Japan,2,1,75,62,65,70,55,53,58,41,70
M. Pieringer,67,21,189,82,FC Schalke 04,SUB,Germany,3,1,65,67,50,64,28,66,69,64,62
J. Pucheta,67,29,184,83,Club Social y Deportivo Macará,GK,Argentina,1,1,,,,,,,9,12,14
R. Manjarrés,67,21,181,75,Junior FC,SUB,Colombia,2,1,67,55,70,60,60,65,51,61,56
A. Mulet,67,21,179,70,Vélez Sarsfield,SUB,Argentina,2,1,71,51,65,69,61,71,49,71,67
S. Thomas,67,22,185,75,Huddersfield Town,RWB,England,3,1,86,59,63,66,37,60,60,42,68
C. Ofoedu,67,28,173,65,Sagan Tosu,SUB,Nigeria,3,1,81,67,58,68,25,57,67,63,67
J. Porozo,67,20,192,84,Boavista FC,CB,Ecuador,2,1,62,31,36,39,68,73,29,69,29
N. Kvekveskiri,67,29,184,79,Lech Poznań,SUB,Georgia,3,1,59,58,67,65,62,61,52,48,64
M. Curiel,67,33,190,85,Universidad Técnica de Cajamarca,SUB,Peru,3,1,62,70,48,64,22,62,75,71,62
M. Čabraja,67,24,182,79,Ferencvárosi TC,SUB,Croatia,2,1,77,47,59,64,60,73,38,53,64
Cacá,67,22,187,77,Tokushima Vortis,LCB,Brazil,2,1,72,25,45,49,66,75,18,68,38
R. Martínez,67,25,186,79,Club Libertad,RES,Paraguay,3,1,64,56,57,62,66,71,55,55,60
A. Teuten,67,22,173,72,Montevideo City Torque,LB,Uruguay,2,1,66,39,59,69,63,68,35,48,68
A. Rayan,67,23,185,75,Altay SK,SUB,Egypt,2,1,66,67,51,66,40,69,68,70,66
Felippe Cardoso,67,22,186,87,Vegalta Sendai,SUB,Brazil,2,1,57,71,48,59,32,78,77,78,62
A. Omobamidele,67,19,188,79,Norwich City,SUB,Republic of Ireland,2,1,71,26,46,56,68,68,24,67,55
M. Fixelles,67,24,181,78,KV Kortrijk,RES,Belgium,2,1,68,64,66,64,65,73,62,65,63
Davo,67,26,178,71,UD Ibiza,SUB,Spain,4,1,81,66,60,70,36,59,67,62,69
B. van Rooij,67,20,174,72,N.E.C. Nijmegen,RB,Netherlands,2,1,74,41,57,65,60,62,45,47,63
L. Brouwers,67,23,183,70,Go Ahead Eagles,LCM,Netherlands,2,1,65,54,62,63,64,66,50,49,63
L. Rosier,67,22,190,82,Estoril Praia,LCM,France,2,1,58,45,58,57,68,72,42,69,55
André Franco,67,23,177,70,Estoril Praia,RW,Portugal,3,1,71,55,67,70,41,62,53,53,71
M. Aidara,67,24,186,80,FC Vizela,SUB,Côte d'Ivoire,2,1,52,31,36,38,68,75,25,73,33
Mateus Quaresma,67,24,181,76,FC Arouca,SUB,Brazil,2,1,68,33,58,55,64,63,30,50,58
Álex Petxa,67,24,178,67,Athletic Club de Bilbao,RES,Spain,2,1,71,49,65,60,62,67,39,60,56
M. Čuić,67,20,184,74,Hajduk Split,SUB,Croatia,2,1,71,56,64,67,45,61,57,42,70
Serginho,67,26,180,76,GZT Giresunspor,RM,Brazil,2,1,66,65,63,69,34,64,66,53,72
R. Rios,67,21,185,77,Mazatlán Futbol Club,SUB,Colombia,3,1,71,46,65,66,64,67,32,52,69
N. Vasilj,67,25,193,89,FC St. Pauli,GK,Bosnia and Herzegovina,1,1,,,,,,,9,12,12
P. Bojić,67,29,186,83,Sepsi OSK Sf. Gheorghe,SUB,Serbia,2,1,65,66,65,68,29,63,66,46,67
B. Yılmaz,67,21,186,69,Galatasaray SK,RES,Turkey,3,1,77,64,60,68,31,68,66,45,68
M. N'Diaye,67,24,185,75,FC Viktoria Plzeň,SUB,Senegal,2,1,70,56,59,67,63,74,54,63,66
H. Ghacha,67,25,170,67,Antalyaspor,RM,Algeria,3,1,67,61,66,70,31,52,58,48,70
O. Ergün,67,28,185,77,Atakaş Hatayspor,RCM,Turkey,2,1,57,65,64,63,66,73,64,70,61
Chapela,67,22,181,73,Cádiz CF,RES,Spain,2,1,77,61,60,68,30,49,62,65,68
P. Mboungou,67,20,168,71,Abha Club,RM,Congo,3,1,79,63,60,69,32,59,66,60,71
A. Kadri,67,21,170,62,KV Kortrijk,RES,Algeria,3,1,71,64,67,73,58,53,61,38,74
D. Jurić,67,23,188,75,Dinamo Zagreb,SUB,Australia,2,1,76,69,53,63,26,77,69,68,61
Tiago Araújo,67,20,184,79,FC Arouca,SUB,Portugal,2,1,86,61,61,69,37,65,56,38,68
R. Providence,67,19,172,59,Club Brugge KV,SUB,France,2,1,83,58,52,77,27,37,62,39,80
M. Satriano,67,20,187,75,Inter,SUB,Uruguay,2,1,67,66,52,66,29,65,70,70,66
O. Ndah,67,23,190,70,Orlando Pirates,SUB,Nigeria,2,1,79,44,48,50,69,71,42,61,46
Moleiro,67,17,169,67,Unión Deportiva Las Palmas,SUB,Spain,3,1,68,59,62,67,46,55,60,57,69
M. Mohebi,67,23,186,84,Santa Clara,SUB,Iran,2,1,76,67,58,70,34,61,67,58,72
M. Langer,66,36,195,93,FC Schalke 04,SUB,Austria,1,1,,,,,,,14,14,11
W. Hoolahan,66,39,168,71,Cambridge United,CAM,Republic of Ireland,3,1,51,65,68,69,48,39,64,46,66
W. Biebauw,66,37,188,84,K Beerschot VA,SUB,Belgium,1,1,,,,,,,12,11,11
É. Barreto,66,36,182,76,N.E.C. Nijmegen,SUB,Paraguay,3,1,39,63,67,65,66,65,56,59,66
Lee Ho,66,36,183,76,Ulsan Hyundai FC,SUB,Korea Republic,2,1,48,54,62,63,65,65,46,62,57
I. Vázquez,66,38,182,80,Club León,GK,Mexico,1,1,,,,,,,8,21,25
Q. Westberg,66,35,185,78,Toronto FC,SUB,United States,1,1,,,,,,,9,8,9
Gao Lin,66,35,185,75,Shenzhen FC,RS,China PR,3,1,66,66,66,65,51,75,61,71,65
O. Peralta,66,37,178,72,Club Deportivo Guadalajara,SUB,Mexico,3,1,54,68,62,64,41,66,68,68,64
J. Calesti,66,21,168,64,Centro Atlético Fénix,SUB,Uruguay,3,1,71,58,63,68,44,63,54,69,67
Zapater,66,36,180,80,Real Zaragoza,LCM,Spain,2,1,48,64,69,61,66,70,58,60,59
D. Etienne Jr.,66,24,178,77,Columbus Crew,RM,Haiti,3,1,79,58,59,69,39,63,59,40,69
T. Carson,66,33,182,80,Dundee United,GK,Northern Ireland,1,1,,,,,,,17,12,16
C. Maguire,66,32,170,68,Lincoln City,SUB,Scotland,3,1,72,67,64,68,40,66,64,57,65
R. Griffiths,66,33,187,86,Melbourne City FC,SUB,Australia,2,1,47,50,60,58,63,79,47,65,57
J. Garner,66,33,178,74,Fleetwood Town,SUB,England,2,1,64,67,54,65,46,77,67,70,62
K. Lee,66,33,178,76,Bolton Wanderers,SUB,England,3,1,53,59,65,66,63,64,62,59,65
P. Hartley,66,33,187,90,Jamshedpur FC,LCB,England,2,1,35,32,48,38,65,84,31,67,35
U. Emanuelson,66,35,176,68,FC Utrecht,SUB,Netherlands,3,1,65,63,68,69,63,61,59,46,68
P. Huntington,66,33,191,80,Preston North End,RES,England,2,1,30,32,38,33,67,70,35,74,26
Sastre,66,35,175,72,SD Huesca,SUB,Spain,2,1,46,55,68,62,65,73,50,58,58
M. Mancienne,66,33,186,86,Burton Albion,RES,England,2,1,66,35,55,60,66,75,27,64,56
J. Toivio,66,33,186,87,BK Häcken,RCB,Finland,2,1,55,52,55,52,65,74,42,65,47
R. Schwartz,66,31,183,80,Charlton Athletic,SUB,Denmark,2,1,68,67,58,64,33,72,67,61,62
T. Jodłowiec,66,35,189,93,Piast Gliwice,RES,Poland,2,1,37,49,62,57,64,76,33,68,59
T. Clarke,66,33,180,77,Fleetwood Town,CB,England,2,1,55,43,56,56,64,77,37,65,54
S. Aluko,66,32,173,62,Ipswich Town,RES,Nigeria,3,1,75,61,63,73,40,44,56,48,72
B. Amos,66,31,193,76,Wigan Athletic,GK,England,1,1,,,,,,,13,15,14
S. Baldock,66,32,170,67,Derby County,ST,England,3,1,71,66,56,68,37,62,66,60,66
Yeom Ki Hun,66,38,182,80,Suwon Samsung Bluewings,SUB,Korea Republic,3,2,37,67,75,70,46,57,64,66,70
N. Cabrera,66,38,191,84,Club Always Ready,CB,Bolivia,2,1,53,38,52,44,67,67,32,68,37
M. Bjärsmyr,66,35,186,82,IFK Göteborg,LCB,Sweden,2,1,45,34,44,47,70,63,28,64,37
J. Placide,66,33,181,89,SC Bastia,SUB,Haiti,1,1,,,,,,,12,15,10
S. Jamieson,66,32,177,71,Melbourne City FC,LB,Australia,2,1,64,52,61,61,63,78,51,55,59
J. Juelsgård,66,32,180,81,Aarhus GF,SUB,Denmark,2,1,62,43,59,61,65,72,30,58,57
L. Grimi,66,36,183,74,Club Atlético Huracán,LB,Argentina,3,1,52,62,63,64,67,70,56,64,63
J. Sainati,66,32,183,83,SC Bastia,LCB,France,2,1,66,31,53,47,64,78,30,63,33
S. Vokes,66,31,186,90,Wycombe Wanderers,LS,Wales,2,1,45,68,56,58,43,76,63,74,56
O. Bozanic,66,32,179,75,Central Coast Mariners,LCM,Australia,2,1,66,63,65,67,65,72,59,60,65
A. Hloušek,66,32,187,76,Bruk-Bet Termalica Nieciecza,LWB,Czech Republic,2,1,81,52,60,60,61,72,44,57,59
P. Bengtsson,66,33,177,74,F.C. København,SUB,Sweden,2,1,66,53,63,63,61,63,46,48,61
